Mã bản tin,Tên xe,Giá tiền,Ngày đăng bài,Năm sản xuất,Nhiên liệu,Kiểu dáng,Tình trạng,Số km đã đi,Hộp số,Xuất xứ,Địa điểm,URL
23077839,Toyota Crown 1995,580000000.0,10/03/2025,1995,Máy xăng,Sedan,Xe cũ,125000,Số tự động,Nhập khẩu,Nam Từ Liêm - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-crown-ha-noi/royalsaloon-30-at-phien-ban-cao-cap-nhat-aidxc23077839
23371910,Toyota Fortuner 2.4G 4x2 AT 2019,655000000.0,01/10/2025,2019,Máy dầu,SUV,Xe cũ,145000,Số sàn,Nhập khẩu,Bình Dương,https://oto.com.vn/mua-ban-xe-toyota-fortuner-binh-duong/2019-24g-4x2-mt-145000-km-aidxc23371910
23349501,Toyota Fortuner 2.7 V 4X2 AT 2016,445000000.0,03/09/2025,2016,Máy xăng,SUV,Xe cũ,85000,Số tự động,Trong nước,Thuận An - Bình Dương,https://oto.com.vn/mua-ban-xe-toyota-fortuner-binh-duong/ho-tro-tra-gop-giao-xe-tan-noi-aidxc23349501
23339759,Toyota Fortuner 2.4 MT 4x2 2015,499000000.0,16/09/2025,2015,Máy dầu,SUV,Xe cũ,130000,Số sàn,Trong nước,Dĩ An - Bình Dương,https://oto.com.vn/mua-ban-xe-toyota-fortuner-binh-duong/xe-cu-gia-tot-ho-tro-thu-tuc-nhanh-aidxc23339759
23371090,Toyota Fortuner 2.5G 2010,386000000.0,28/09/2025,2010,Máy dầu,SUV,Xe cũ,289000,Số sàn,Nhập khẩu,Bình Phước,https://oto.com.vn/mua-ban-xe-toyota-fortuner-binh-phuoc/2010-25g-289000-km-aidxc23371090
23372448,Toyota Fortuner 2.7V 2018,735000000.0,02/10/2025,2018,Máy xăng,SUV,Xe cũ,56000,Số tự động,Nhập khẩu,Cần Thơ,https://oto.com.vn/mua-ban-xe-toyota-fortuner-can-tho/2018-27v-4x2-56000-km-aidxc23372448
23370264,Toyota Fortuner 2.5G 4x2 MT 2015,480000000.0,25/09/2025,2015,Máy dầu,SUV,Xe cũ,130000,Số sàn,Nhập khẩu,Đà Nẵng,https://oto.com.vn/mua-ban-xe-toyota-fortuner-da-nang/2015-130000-km-aidxc23370264
23351191,Toyota Fortuner 2019,780000000.0,22/09/2025,2019,Máy dầu,N/A,Xe cũ,90000,Số tự động,Trong nước,Plei Ku - Gia Lai,https://oto.com.vn/mua-ban-xe-toyota-fortuner-gia-lai/gia-re-can-ban-gap-aidxc23351191
23372402,Toyota Fortuner 2014,500000000.0,02/10/2025,2014,Máy dầu,SUV,Xe cũ,126000,Số sàn,Nhập khẩu,Hoàn Kiếm - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ban-may-dau-2014-mau-den-aidxc23372402
23364957,Toyota Fortuner 2.8 AT 4x4 Legender 2021,1020000000.0,12/09/2025,2021,Máy dầu,SUV,Xe cũ,50000,Số tự động,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/cam-ket-khong-dam-dung-khong-ngap-nuoc-aidxc23364957
23353748,Toyota Fortuner 2.5G 4x2 MT 2013,455000000.0,17/09/2025,2013,Máy xăng,SUV,Xe cũ,80000,Số sàn,Trong nước,Long Biên - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/cam-ket-phap-li-xe-ro-rang-khong-tranh-chap-kien-tung-aidxc23353748
23363304,Toyota Fortuner 2021,928000000.0,09/09/2025,2021,Máy dầu,SUV,Xe cũ,60000,Số tự động,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/chay-6-van-full-hang-aidxc23363304
23363289,Toyota Fortuner 2022,935000000.0,09/09/2025,2022,Máy dầu,SUV,Xe cũ,60000,Số tự động,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/chu-mua-moi-tu-dau-chat-xe-bao-dep-aidxc23363289
23351669,Toyota Fortuner 2.7V 2015,485000000.0,02/10/2025,2015,Máy xăng,SUV,Xe cũ,100000,Số tự động,Trong nước,Thanh Xuân - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/da-them-trang-bi-cuc-ben-aidxc23351669
23366490,Toyota Fortuner 2.4 AT 4x2 Legender 2024,1165000000.0,16/09/2025,2024,Máy dầu,SUV,Xe cũ,10000,Số tự động,Trong nước,Bắc Từ Liêm - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/duy-nhat-tren-thi-truong-sieu-luot-10000-km-aidxc23366490
23366477,Toyota Fortuner 2.7 V 4X4 AT 2014,466000000.0,16/09/2025,2014,Máy xăng,SUV,Xe cũ,152000,Số tự động,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/gia-tot-sang-ten-ngay-bao-ho-so-xe-aidxc23366477
23372035,Toyota Fortuner 2.5G 4x2 MT 2010,368000000.0,01/10/2025,2010,Máy dầu,SUV,Xe cũ,180000,Số sàn,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/hang-hiem-aidxc23372035
23351386,Toyota Fortuner 2.7 V 4X2 AT 2015,450000000.0,17/09/2025,2015,Máy xăng,SUV,Xe cũ,90000,Số tự động,Trong nước,Long Biên - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ho-tro-bank-60-aidxc23351386
23372239,Toyota Fortuner 2019,728000000.0,02/10/2025,2019,Máy xăng,SUV,Xe cũ,94000,Số tự động,Trong nước,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/ho-tro-tra-gop-len-den-70-aidxc23372239
23306089,Toyota Fortuner 2.7 V 4X2 AT 2019,750000000.0,21/09/2025,2019,Máy xăng,MPV,Xe cũ,8000,Số tự động,Nhập khẩu,Thanh Xuân - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/odo-8v-qua-moi-aidxc23306089
23372033,Toyota Fortuner 2.7V 2015,477000000.0,01/10/2025,2015,Máy xăng,SUV,Xe cũ,90000,Số tự động,Nhập khẩu,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/xe-dep-bao-chat-aidxc23372033
23365893,Toyota Fortuner 2.8 AT 4x4 Legender 2021,1020000000.0,15/09/2025,2021,Máy dầu,SUV,Xe cũ,50000,Số tự động,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/xe-dep-cam-ket-nguyen-zin-aidxc23365893
23364956,Toyota Fortuner 2.4 AT 4x2 Legender 2022,1010000000.0,12/09/2025,2022,Máy dầu,SUV,Xe cũ,60000,Số tự động,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/xe-dep-chu-di-giu-gin-aidxc23364956
23369473,Toyota Fortuner 2.4G 4x2 AT 2011,359000000.0,23/09/2025,2011,Máy dầu,SUV,Xe cũ,190000,Số tự động,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/xe-dep-chu-giu-gin-aidxc23369473
23367164,Toyota Fortuner 2.7 V 4X2 AT 2018,666000000.0,17/09/2025,2018,Máy xăng,SUV,Xe cũ,188000,Số tự động,Nhập khẩu,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/xe-dep-full-lich-su-hang-aidxc23367164
23362310,Toyota Fortuner 2.7V TRD 4x4 2016,535000000.0,05/09/2025,2016,Máy xăng,SUV,Xe cũ,140000,Số tự động,Trong nước,Thanh Xuân - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/xe-dia-hinh-manh-me-phu-hop-moi-cung-duong-aidxc23362310
23336288,Toyota Fortuner 2022,980000000.0,03/09/2025,2022,Máy xăng,SUV,Xe cũ,20000,Số tự động,Trong nước,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/xe-gia-dinh-ben-bi-gia-hop-ly-aidxc23336288
23368894,Toyota Fortuner 2.7V 2015,419000000.0,22/09/2025,2015,Máy xăng,SUV,Xe cũ,140000,Số tự động,Trong nước,Cầu Giấy - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-fortuner-ha-noi/xe-tu-nhan-chinh-chu-cuc-moi-aidxc23368894
23329402,Toyota Fortuner 2009,275000000.0,08/09/2025,2009,Máy xăng,N/A,Xe cũ,100000,Số tự động,Trong nước,An Lão - Hải Phòng,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hai-phong/cu-gia-re-fotuner-hon-200-trieu-aidxc23329402
23363651,Toyota Fortuner 2.7 V 4X2 AT 2016,515000000.0,10/09/2025,2016,Máy xăng,SUV,Xe cũ,115000,Số tự động,Trong nước,Bình Thạnh - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/115000-km-aidxc23363651
23372526,Toyota Fortuner 2.7V 2015,420000000.0,02/10/2025,2015,Máy xăng,SUV,Xe cũ,86000,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/2015-27v-4x2-86000-km-aidxc23372526
23372456,Toyota Fortuner 2017,610000000.0,02/10/2025,2017,Máy dầu,SUV,Xe cũ,260000,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/2017-260000-km-aidxc23372456
23372499,Toyota Fortuner 2.7 V 4X2 AT 2018,686000000.0,02/10/2025,2018,Máy xăng,SUV,Xe cũ,104999,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/2018-27v-4x2-at-104999-km-aidxc23372499
23372498,Toyota Fortuner 2.8V 4X4 AT 2019,812000000.0,02/10/2025,2019,Máy dầu,SUV,Xe cũ,135000,Số tự động,Nhập khẩu,Bình Thạnh - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/2019-28v-4x4-at-135000-km-2-cau-aidxc23372498
23361639,Toyota Fortuner 2.4 MT 4x2 2019,775000000.0,04/09/2025,2019,Máy dầu,SUV,Xe cũ,20000,Số sàn,Nhập khẩu,Quận 2 - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/24-mt-4x2-2019-20000km-aidxc23361639
23372221,Toyota Fortuner 2.7 V 4X2 AT 2019,713000000.0,01/10/2025,2019,Máy xăng,SUV,Xe cũ,76000,Số tự động,Trong nước,Bình Thạnh - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/76000km-aidxc23372221
23372220,Toyota Fortuner 2.7 V 4X2 AT 2017,645000000.0,01/10/2025,2017,Máy xăng,SUV,Xe cũ,77000,Số tự động,Trong nước,Bình Thạnh - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/77000km-aidxc23372220
23372219,Toyota Fortuner 2.4G 4x2 AT 2020,810000000.0,01/10/2025,2020,Máy dầu,SUV,Xe cũ,81000,Số tự động,Trong nước,Bình Thạnh - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/81000km-aidxc23372219
23372512,Toyota Fortuner 2.7V 2010,415000000.0,02/10/2025,2010,Máy xăng,SUV,Xe cũ,127141,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/cop-2010-27v-127141-km-aidxc23372512
23353503,Toyota Fortuner 2.7V 2014,465000000.0,12/09/2025,2014,Máy xăng,SUV,Xe cũ,100000,Số tự động,Trong nước,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/nhieu-option-di-luot-so-cua-chua-ha-aidxc23353503
23351048,Toyota Fortuner 2.7 V 4X2 AT 2015,525000000.0,12/09/2025,2015,Máy xăng,SUV,Xe cũ,90000,Số tự động,Trong nước,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/nuoc-son-con-dep-bao-check-thoai-mai-aidxc23351048
23345815,Toyota Fortuner 2.4 MT 4x2 2019,715000000.0,04/09/2025,2019,Máy dầu,SUV,Xe cũ,107000,Số sàn,Trong nước,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/sieu-pham-gia-tot-cho-cac-ace-chay-dich-vu-hoac-cong-ty-aidxc23345815
23361594,Toyota Fortuner 2.4 MT 4x2 2019,775000000.0,04/09/2025,2019,Máy dầu,SUV,Xe cũ,20000,Số sàn,Trong nước,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/xe-1-chu-tu-dau-odo-chi-20000km-aidxc23361594
23352182,Toyota Fortuner 2.4 MT 4x2 2018,700000000.0,12/09/2025,2018,Máy dầu,SUV,Xe cũ,100000,Số sàn,Trong nước,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/xe-ca-nhan-su-dung-tu-dau-aidxc23352182
23361655,Toyota Fortuner 2.7 V 4X2 AT 2013,400000000.0,04/09/2025,2013,Máy xăng,SUV,Xe cũ,130000,Số tự động,Trong nước,Bình Thạnh - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/xe-chinh-chu-tp-aidxc23361655
23351322,Toyota Fortuner 2.4 AT 4x2 Legender 2021,990000000.0,12/09/2025,2021,Máy dầu,SUV,Xe cũ,45000,Số tự động,Trong nước,Thủ Đức - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/xe-do-full-option-bao-chat-aidxc23351322
23369118,Toyota Fortuner 2.4 MT 4x2 2018,680000000.0,22/09/2025,2018,Máy dầu,SUV,Xe cũ,49000,Số sàn,Nhập khẩu,Quận 12 - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-fortuner-hcm/xe-so-san-nhap-khau-nhat-ban-aidxc23369118
23341349,Toyota Fortuner 2022,910000000.0,23/09/2025,2022,Máy xăng,N/A,Xe cũ,56000,Số tự động,Trong nước,Tân An - Long An,https://oto.com.vn/mua-ban-xe-toyota-fortuner-long-an/xe-sieu-luot-tai-hang-chu-giu-gin-aidxc23341349
23369947,Toyota Fortuner 2.8V 4X4 AT 2019,760000000.0,25/09/2025,2019,Máy dầu,SUV,Xe cũ,60000,Số tự động,Nhập khẩu,Thái Bình,https://oto.com.vn/mua-ban-xe-toyota-fortuner-thai-binh/2019-28v-4x4-at-60000-km-aidxc23369947
23372230,Toyota Fortuner 2.5G 4x2 MT 2013,400000000.0,02/10/2025,2013,Máy dầu,SUV,Xe cũ,300000,Số sàn,Nhập khẩu,Vĩnh Long,https://oto.com.vn/mua-ban-xe-toyota-fortuner-vinh-long/2013-300000-km-aidxc23372230
23372261,Toyota Fortuner 2.5G 4x2 MT 2013,400000000.0,02/10/2025,2013,Máy dầu,SUV,Xe cũ,300000,Số sàn,Nhập khẩu,Vĩnh Long,https://oto.com.vn/mua-ban-xe-toyota-fortuner-vinh-long/can-ra-di-em-xe-chinh-chu-doi-2013-con-dep-ken-aidxc23372261
23370434,Toyota Hiace 3.0 MT 2018,725000000.0,26/09/2025,2018,Máy dầu,Van/Minivan,Xe cũ,131000,Số sàn,Nhập khẩu,Đắk Lắk,https://oto.com.vn/mua-ban-xe-toyota-hiace-dak-lak/ban-dau-30-2018-xe-bao-duong-full-hang-aidxc23370434
23369328,Toyota Hiace Super Wagon 2.7 2008,120000000.0,23/09/2025,2008,Máy xăng,N/A,Xe cũ,150000,Số sàn,Trong nước,Đồng Nai,https://oto.com.vn/mua-ban-xe-toyota-hiace-dong-nai/2008-super-wagon-27-150000-km-aidxc23369328
23369110,Toyota Hiace Commuter 2.5 2008,135000000.0,22/09/2025,2008,Máy dầu,Van/Minivan,Xe cũ,100000,Số sàn,Trong nước,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-hiace-ha-noi/2008-commuter-27-100000-km-aidxc23369110
23372528,Toyota Hiace 2009,309000000.0,02/10/2025,2009,Máy dầu,Van/Minivan,Xe cũ,20,Số sàn,Trong nước,Hoàng Mai - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-hiace-ha-noi/2009-20-km-aidxc23372528
23368061,Toyota Hiace 2010,280000000.0,19/09/2025,2010,Máy dầu,Van/Minivan,Xe cũ,12000,Số sàn,Trong nước,Đông Anh - Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-hiace-ha-noi/ban-tai-van-3-cho-doi-2010-tai-900kg-aidxc23368061
23371111,Toyota Hiace 2.8 MT 2006,155000000.0,28/09/2025,2006,Máy dầu,Minibus,Xe cũ,123,Số sàn,Trong nước,Bình Tân - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hiace-hcm/2006-123-km-aidxc23371111
23368512,Toyota Hiace 2008,155000000.0,21/09/2025,2008,Máy xăng,Van/Minivan,Xe cũ,123456,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hiace-hcm/2008-commuter-27-123456-km-aidxc23368512
23371440,Toyota Hiace Super Wagon 2.7 2008,176500000.0,29/09/2025,2008,Máy xăng,Van/Minivan,Xe cũ,66666,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hiace-hcm/2008-super-wagon-27-66666-km-aidxc23371440
23370872,Toyota Hiace 2009,230000000.0,27/09/2025,2009,Máy dầu,Van/Minivan,Xe cũ,200000,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hiace-hcm/2009-200000-km-aidxc23370872
23365154,Toyota Hiace 2010,220000000.0,13/09/2025,2010,Máy xăng,Van/Minivan,Xe cũ,230000,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hiace-hcm/2010-230000-km-aidxc23365154
23368826,Toyota Hiace Commuter 2.5 2010,280000000.0,22/09/2025,2010,Máy dầu,Minibus,Xe cũ,187379,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hiace-hcm/2010-commuter-25-187379-km-aidxc23368826
23368789,Toyota Hiace Commuter 2.5 2010,230000000.0,22/09/2025,2010,Máy xăng,Van/Minivan,Xe cũ,200000,Số sàn,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hiace-hcm/2010-commuter-27-200000-km-aidxc23368789
23370655,Toyota Hiace Super Wagon 2.7 2010,235000000.0,26/09/2025,2010,Máy xăng,Minibus,Xe cũ,170000,Số tự động,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hiace-hcm/2010-super-wagon-27-170000-km-aidxc23370655
23370101,Toyota Hiace 2.8 MT 2006,175000000.0,25/09/2025,2006,Máy dầu,Van/Minivan,Xe cũ,350000,Số sàn,Trong nước,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hiace-hcm/ban-xe-2006-350000-km-aidxc23370101
23371836,Toyota Hiace 2.8 MT 2010,280000000.0,30/09/2025,2010,Máy dầu,Van/Minivan,Xe cũ,N/A,Số sàn,Nhập khẩu,Quận 7 - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hiace-hcm/phom-moi-may-dau-tai-van-chay-gio-cam-aidxc23371836
23368506,Toyota Hilux 2.5E 4x2 MT 2009,240000000.0,21/09/2025,2009,Máy dầu,Bán tải,Xe cũ,200000,Số sàn,Nhập khẩu,Bình Dương,https://oto.com.vn/mua-ban-xe-toyota-hilux-binh-duong/2-70-2009-25e-200000-km-aidxc23368506
23370981,Toyota Hilux 3.0G 4x4 MT 2012,329000000.0,27/09/2025,2012,Máy dầu,Bán tải,Xe cũ,300,Số sàn,Nhập khẩu,Bình Thuận,https://oto.com.vn/mua-ban-xe-toyota-hilux-binh-thuan/2012-30g-4x4-mt-300-km-aidxc23370981
23371527,Toyota Hilux 2.5E 4x2 MT 2013,355000000.0,29/09/2025,2013,Máy dầu,Bán tải,Xe cũ,110000,Số sàn,Trong nước,Đà Nẵng,https://oto.com.vn/mua-ban-xe-toyota-hilux-da-nang/minh-ban-2013-so-sanxe-full-lich-su-hang-aidxc23371527
23371179,Toyota Hilux 2.4E 4×2 AT 2019,486000000.0,28/09/2025,2019,Máy dầu,Bán tải,Xe cũ,10000,Số sàn,Nhập khẩu,Đắk Lắk,https://oto.com.vn/mua-ban-xe-toyota-hilux-dak-lak/2019-24e-42-mt-nhap-thai-lan-aidxc23371179
23368871,Toyota Hilux 2.4G 4x2 AT 2020,570000000.0,22/09/2025,2020,Máy dầu,Bán tải,Xe cũ,114000,Số tự động,Nhập khẩu,Plei Ku - Gia Lai,https://oto.com.vn/mua-ban-xe-toyota-hilux-gia-lai/2020-24e-4x2-at-114000-km-aidxc23368871
23371263,Toyota Hilux 2.4E 4x4 MT 2019,505000000.0,28/09/2025,2019,Máy dầu,Bán tải,Xe cũ,180000,Số sàn,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-hilux-ha-noi/2019-24e-4x2-mt-180000-km-aidxc23371263
23371060,Toyota Hilux 2.5E 4x2 MT 2020,525000000.0,28/09/2025,2020,Máy dầu,Bán tải,Xe cũ,96836,Số sàn,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-hilux-ha-noi/2020-24l-4x2-mt-96836-km-aidxc23371060
23371026,Toyota Hilux 2.4G 4x2 AT 2021,605000000.0,27/09/2025,2021,Máy dầu,Bán tải,Xe cũ,630000,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-hilux-ha-noi/2021-24e-4x2-at-630000-km-aidxc23371026
23370911,Toyota Hilux 2.4G 4x2 AT 2020,595000000.0,27/09/2025,2020,Máy dầu,Bán tải,Xe cũ,80000,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-hilux-ha-noi/24-at-mot-cau-sx-2020-nhap-thai-aidxc23370911
23371092,Toyota Hilux 2.5E 4x2 MT 2013,375000000.0,28/09/2025,2013,Máy dầu,Bán tải,Xe cũ,192356,Số sàn,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-hilux-ha-noi/ban-2013-25e-4x2-mt-aidxc23371092
23336287,Toyota Hilux 2.4G 4x2 AT 2021,655000000.0,03/09/2025,2021,Máy dầu,Bán tải,Xe cũ,50000,Số tự động,Nhập khẩu,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-hilux-ha-noi/xe-cu-chat-luong-cao-full-do-choi-xin-so-aidxc23336287
23370679,Toyota Hilux 2021,530000000.0,26/09/2025,2021,Máy dầu,Bán tải,Xe cũ,76358,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hilux-hcm/-aidxc23370679
23372060,Toyota Hilux 2.4E 4×2 AT 2018,495000000.0,01/10/2025,2018,Máy dầu,Bán tải,Xe cũ,110000,Số tự động,Nhập khẩu,Gò Vấp - Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hilux-hcm/2018-24e-4x2-at-110000-km-ngay-chu-aidxc23372060
23370190,Toyota Hilux 2.4E 4×2 AT 2021,585000000.0,25/09/2025,2021,Máy dầu,Bán tải,Xe cũ,90000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hilux-hcm/2021-24e-4x2-at-90000-km-aidxc23370190
23370257,Toyota Hilux 2.4E 4×2 AT 2021,635000000.0,25/09/2025,2021,Máy dầu,Bán tải,Xe cũ,65000,Số tự động,Nhập khẩu,Tp.HCM,https://oto.com.vn/mua-ban-xe-toyota-hilux-hcm/24l-2021-aidxc23370257
23372517,Toyota Innova 2.0G 2006,165000000.0,02/10/2025,2006,Máy xăng,MPV,Xe cũ,160,Số tự động,Nhập khẩu,Bà Rịa Vũng Tàu,https://oto.com.vn/mua-ban-xe-toyota-innova-ba-ria-vung-tau/xe-2006-g-160-km-aidxc23372517
23371490,Toyota Innova 2.0G 2006,155000000.0,29/09/2025,2006,Máy xăng,MPV,Xe cũ,357000,Số tự động,Trong nước,Bình Dương,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/2006-g-357000-km-aidxc23371490
23370367,Toyota Innova 2.0E 2015,285000000.0,26/09/2025,2015,Máy xăng,MPV,Xe cũ,132000,Số tự động,Trong nước,Bình Dương,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/2015-20e-132000-km-aidxc23370367
23320704,Toyota Innova 2.0E 2018,440000000.0,12/09/2025,2018,Máy xăng,MPV,Xe cũ,100456,Số sàn,Trong nước,Thuận An - Bình Dương,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/bao-hanh-6-thang-hoac-10000km-dong-co-may-moc-aidxc23320704
23336019,Toyota Innova 2.0G 2009,210000000.0,03/09/2025,2009,Máy xăng,MPV,Xe cũ,120000,Số sàn,Trong nước,Thuận An - Bình Dương,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/ho-tro-tra-gop-lai-suat-thap-aidxc23336019
23351218,Toyota Innova 2.0 Venturer AT 2022,720000000.0,06/09/2025,2022,Máy xăng,MPV,Xe cũ,100000,Số tự động,Trong nước,Thuận An - Bình Dương,https://oto.com.vn/mua-ban-xe-toyota-innova-binh-duong/san-xuat-2022-dang-ky-2023-gia-chi-720-trieu-tra-gop-80-xe-moi-thang-chi-63-trieu-aidxc23351218
23367123,Toyota Innova Cross Hybrid 2023,960000000.0,17/09/2025,2023,Hybrid,SUV,Xe cũ,34000,Số tự động,Nhập khẩu,Bến Tre,https://oto.com.vn/mua-ban-xe-toyota-innova-cross-ben-tre/2023-hev-34000-km-xe-cu-chinh-hang-aidxc23367123
23367136,Toyota Innova Cross Hybrid 2023,960000000.0,17/09/2025,2023,Hybrid,SUV,Xe cũ,34200,Số tự động,Nhập khẩu,Chợ Lách - Bến Tre,https://oto.com.vn/mua-ban-xe-toyota-innova-cross-ben-tre/2023-hev-34200-km-aidxc23367136
23368411,Toyota Innova Cross Xăng 2024,819000000.0,20/09/2025,2024,Máy xăng,MPV,Xe cũ,40000,Số tự động,Nhập khẩu,Vĩnh Thạnh - Cần Thơ,https://oto.com.vn/mua-ban-xe-toyota-innova-cross-can-tho/2024-sieu-luot-aidxc23368411
23365584,Toyota Innova Cross 2024,830000000.0,14/09/2025,2024,Máy xăng,SUV,Xe cũ,8000,Số tự động,Nhập khẩu,Đà Nẵng,https://oto.com.vn/mua-ban-xe-toyota-innova-cross-da-nang/2024-8000-km-aidxc23365584
23365382,Toyota Innova Cross Xăng 2023,960000000.0,13/09/2025,2023,Máy xăng,N/A,Xe cũ,87000,Số tự động,N/A,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-innova-cross-ha-noi/2023-aidxc23365382
23367249,Toyota Innova Cross Hybrid 2024,999000000.0,17/09/2025,2024,Máy xăng,N/A,Xe cũ,5000,Số tự động,N/A,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-innova-cross-ha-noi/2024-tai-aidxc23367249
23366308,Toyota Innova Cross 2024,799000000.0,16/09/2025,2024,Máy xăng,MPV,Xe cũ,26000,Số tự động,Trong nước,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-innova-cross-ha-noi/chuan-full-lich-su-hang-aidxc23366308
23366282,Toyota Innova Cross 2024,800000000.0,16/09/2025,2024,Máy xăng,MPV,Xe cũ,26000,Số tự động,Trong nước,Hà Nội,https://oto.com.vn/mua-ban-xe-toyota-innova-cross-ha-noi/xe-dep-khong-mot-loi-nho-aidxc23366282
